description_id,user_id,description_input,description_output_grid_size,description_output,is_verified,confidence,num_verification_attempts,num_actions,num_actions,generation,user_num_prior_description_experiences,user_num_prior_build_experiences,description_synthesis_time,verification_time
ba589e2e-9d0f-4b00-9322-c7527a659fdf,49419a90-95b6-4ecc-bfc4-1ae226a97242,"In the input, you should see...various section with different grid.",The output grid size...one by one,"To make the output, you have to...fill with one of major color in input",True,5,3,8.0,8.0,0.0,1,3,186,52
e7a684d5-2fb1-4e29-a079-e98620575be8,71fc2b07-17a1-4a02-98ee-95b51a43d2e4,"In the input, you should see...pink squares with different colored squares around them",The output grid size...is 1x1,"To make the output, you have to...look for the colored area with the largest number of pink squares and use that color",True,10,1,3.0,3.0,1.0,4,7,119,11
28bd4a41-1370-4b4a-9eda-b2667b1dc4c8,c8ea91e6-df0e-43be-b9c1-ffabdbafd07b,"In the input, you should see...good and nice",The output grid size...change the numbers,"To make the output, you have to...by read the instructions",False,,3,63.0,63.0,0.0,5,1,283,200
4b952036-b7d7-4f1f-9029-a2ab8bf86976,e0dce91c-7e38-4f55-89b4-de0d9369c442,"In the input, you should see...magenta boxes are shown",The output grid size...same grid size,"To make the output, you have to...connect the magenta boxes except 1 magenta box. look like L shape,2 line shape",True,9,3,49.0,49.0,2.0,2,0,253,115
888897af-dad7-497c-b0e5-07f048ba8a29,ec960c27-0e0f-4f2d-ac62-1d8c752014d3,"In the input, you should see...It is 3x3 grid to develop.",The output grid size...is different to change the color.,"To make the output, you have to...join the each of the same grid.",False,,3,8.0,8.0,1.0,4,1,116,60
9515266c-4b81-44f6-a1c9-da016858e880,1f2c8a67-07b9-4b3a-9fb9-7e16b5a24168,"In the input, you should see...magenta boxes on a black background",The output grid size...is the same size as the input grid,"To make the output, you have to...connect the magenta boxes that are directly vertical and horizontal to each other.",True,10,1,11.0,11.0,3.0,0,3,461,57
39eb590f-290e-4e0a-9319-c91e5a1ad7ef,dd2ce9c7-5bcd-4aa6-b278-068a1ecc5b05,"In the input, you should see...exciting",The output grid size... by change the numbers,"To make the output, you have to...read the instructions",False,,3,9.0,9.0,1.0,2,1,77,63
3eae07ae-9f76-4848-90ea-4ac05a8f8af5,6191159f-4cb9-4792-96a0-c26b9c7dae64,"In the input, you should see...a black grid with a dark blue square in the bottom left corner.",The output grid size...is the same as the input grid.,"To make the output, you have to...add another dark blue square one row up and to the top right of the dark blue square. Once you hit the right edge of the grid, then start add a dark blue square one row up and to the left of the first blue square. Color all other squares light blue.",True,3,1,17.0,17.0,3.0,0,0,531,70
63250515-c435-4bc8-8d1f-0d5b472412be,e2a22170-e841-4556-9b2f-fa04b182f016,"In the input, you should see...a black grid with one blue square.",The output grid size...it is the same.,"To make the output, you have to...fill it with light blue.",False,,3,24.0,24.0,0.0,1,3,273,35
e6c3bf2e-3c44-4dd2-bc02-9e72604d07c3,b7429919-4707-4710-aba6-98f9a3ce7aee,"In the input, you should see...one blue pixel in the bottom left corner of the grid.",The output grid size...stays the same. You should copy and paste the input grid.,"To make the output, you have to...add the same color dark blue pixel in a zig-zag pattern moving up the grid. Each pixel should be filled in on a diagonal going up and to the right until you read the edge of the grid. Then you should keep moving on the diagonal up and to the left until you reach the left side of the grid. Keep repeating until you reach the top  of the grid. Then fill in the rest of the spaces with the light blue color.",True,7,1,18.0,18.0,2.0,1,1,302,40
09fbbad2-3e72-4c53-91cb-27d8bacf25a7,beab4915-ff3b-4dfc-8431-3c0165da131e,"In the input, you should see...a shape that has a horizontal line and a vertical line, almost like a cross or an 'L' shape. The background is black.",The output grid size...is the same as the input size.,"To make the output, you have to...copy the entire input into the output grid.You will need to extend each area of the shape - the horizontal line should extend and touch both the left and right edges of the grid. The vertical line should touch both the top and bottom of the grid. It should be a cross shape or similar to a cross shape.Copy only the horizontal colored squares. Paste them to the right and left of the horizontal colored squares, but take care to never effect or impact the original colored squares in any way.If the horizontal line is 3 squares, you will move three squares to the left of the left-most colored square, paste, and repeat. If you can't go 3 squares without touching the edge, then color in the pattern on your own. It should be a repeat pattern.Do the same thing with the vertical line, only do it in a vertical way instead of horizontal.",True,6,1,15.0,15.0,2.0,2,6,931,87
c44c9e23-d3c3-4bdb-aca1-5228ed3e7f90,de16adcb-eed7-4a1b-983b-f25fd2bc400f,"In the input, you should see...3*3 Using the small size of grid.",The output grid size...15*15 Lined to the grid,"To make the output, you have to...length of small size of the grid",False,,3,13.0,13.0,1.0,0,0,282,157
e05a04f8-223a-49f9-b9bb-41425bdff5f2,abbe51fe-0e87-4f4e-a9d3-87b523f43df4,"In the input, you should see...an 11x11 grid",The output grid size...should remain the same,"To make the output, you have to...continue the lines to all edges, using alternating the color pattern",True,10,1,35.0,35.0,0.0,3,1,192,177
34ad6579-5e98-42a0-81fe-1293fcdcaea9,c473c306-cd07-43fb-a725-9c1981855db5,"In the input, you should see...several bars of solid colors with random color squares in them.",The output grid size...is the same as the original.,"To make the output, you have to...eliminate all the random color squares and replace them with the color of the bar they are in.",True,10,1,50.0,50.0,0.0,1,1,77,38
e6d905a4-fde4-40da-b204-b5dbaa19043a,a3bbed17-f81f-4e0b-ba60-c327cdab116e,"In the input, you should see...Rows or columns of colored squares with scattered colored squares inside that do not match",The output grid size...Keep input size,"To make the output, you have to.... Make color rows and columns even with filled squares in the color to maintain the pattern. Common sense fill",True,10,1,46.0,46.0,1.0,5,0,282,42
497368d1-8d9e-43b9-bdea-68852c34e8cd,46f3a2e7-cf2a-4a9c-a59d-d3bb99f36096,"In the input, you should see...a large grid separated into two black section with a set of grey blocks in the middle.",The output grid size...is equal to the size of one of the original black section.,"To make the output, you have to...take the right side section and turn it to the left rotating two times until all colored boxes start on the right.  The image will be the overlap of the two sides.",True,4,1,18.0,18.0,1.0,1,0,294,56
63ffcac7-6683-4740-afef-f32cf21594ac,cfc074b3-630a-421d-8471-228bfb09caa3,"In the input, you should see...colored squares on a black background.",The output grid size... 4x10 grid,"To make the output, you have to....use 2 different colors and go 1,2,1,3,2,1,3,2,1 with the colors",False,,3,32.0,32.0,0.0,5,0,152,96
6ccf3015-65d7-46a9-935a-c0753e10ee3f,414559fe-4800-4b63-930b-ef80fedef274,"In the input, you should see...blocks of two different colors on a black background separated by a column of gray blocks in the middle",The output grid size...make the width the same as one of the areas to the left or right of the column which are equal and the length from top to bottom does not change.,"To make the output, you have to...combine the colors from the left and right side of the gray column so that they overlap and place the blocks on the right side of the grid.",False,,3,47.0,47.0,2.0,2,0,442,316
edf6eae3-5401-41da-bc68-495df822f8f3,8fffc3c4-507a-4754-9715-ea2c46e3e082,"In the input, you should see...a grid that is separated by a gray line that extends vertically down the center",The output grid size....is the size of the left half of the grid.,"To make the output, you have to...fill in the blocks as if you have folded the right side directly over the left side, taking the gray line out.. The blocks directly beside of the gray line will overlap",True,9,1,11.0,11.0,3.0,1,7,666,92
0f97b138-4aff-4745-b453-8a8e9dce69bf,6dffaf3b-2a78-4b78-898d-669758c141fd,"In the input, you should see...an arrangement of colored squares in a pattern",The output grid size...same as input,"To make the output, you have to...Without removing anything, rotate the image clockwise 90° using the middle-most point (either grid line or square) as the axis. Fill in the squares to correspond to the new location of the pattern. Repeat until you have completed an entire rotation.",True,4,1,17.0,17.0,6.0,3,9,674,40
1c95670c-b01a-4c0e-9c36-b969ddc9411b,24838c9b-4dda-4580-bb99-326fd3a8bf55,"In the input, you should see...many grid",The output grid size...set the changes,"To make the output, you have to...just guess",False,,3,50.0,50.0,5.0,1,6,201,116
378c46d2-8766-4f47-88b0-8af02e06d96c,22d2ec70-5aca-4831-8203-7f71439abcfe,"In the input, you should see...a colored shape with another color on the outside.",The output grid size...is the same size,"To make the output, you have to...copy the outside color to the opposite corners of each side of the inside shape to make a square pattern. Then for the inside shape you have to visualize the pattern clockwise 90 degree, 180 degree, 270 degree, and fill in the grid with all of these overlay on top of each other.",True,5,1,17.0,17.0,8.0,1,10,482,83
38842309-b802-48ab-bed4-efb84772ccef,e800aec3-0eb9-41ef-a4d7-b0ce43f1951e,"In the input, you should see...a colored block with a couple colored squares extending outside it",The output grid size...is the same,"To make the output, you have to...extending out the colored blocks one as the two starting those have but from the center block.",True,5,3,24.0,24.0,7.0,1,14,141,64
5455b423-8676-45eb-a7cf-6d8974159735,09bc4e9c-3742-4c42-a581-1dfd9665f19a,"In the input, you should see...a shape that is one or two colors with a single square colored a different color at one of the horizontal corners outside the shape.",The output grid size... will remain the same as the input grid.,"To make the output, you have to...fill single squares of the same color as the single color that is at the outside corner so it will make a big square. If necessary, make the entire inside shape exactly the same on all four side.",False,,3,59.0,59.0,1.0,0,5,486,147
571c4161-edff-456b-b272-42baedf94c59,8f1ec7af-8e23-4d3c-bc6e-9d5ffa36f966,"In the input, you should see...one large shape on a field of black. On one corner of the large shape is a single block of a different color.",The output grid size...is the same as the input grid.,"To make the output, you have to...imagine the single colored block on the corner of the large shape is a handle you can use to turn the large shape 90 degrees. Imagine you turn the block 90 degrees, then fill in the squares to look like the what the block would look like if turned. Do this again, and again, so you have - in your mind - turned the block 360 degrees.The new pattern should be symmetrical.",True,0,1,21.0,21.0,2.0,4,6,1182,322
a98be16b-a1c8-433f-9a2b-19611e65e72f,1428d364-ca5c-4587-acba-72950eec0626,"In the input, you should see...same color",The output grid size...same color,"To make the output, you have to...same size",False,,3,18.0,18.0,3.0,8,8,63,24
d5a4fc95-5a5c-487c-b507-c282471dfbd8,8e21e2b3-23c2-440c-8992-aefb1e41372d,"In the input, you should see...a 3x3 light blue square with dark red single input at the four corners of the blue area.",The output grid size...is change with dark red squares set at all four corners instead of just one corner.,"To make the output, you have to...add dark red squares to the other three corners of the square.",False,,3,20.0,20.0,0.0,0,0,280,71
f87cde1a-6c64-42b7-aa4f-6c1b672b0666,eca63285-fb39-4ab8-8b54-ba5a77f321b0,"In the input, you should see... a colored shape surrounded in black, with a different colored block on one corner.",The output grid size... is the same as the input grid.,"To make the output, you have to... turn each figure 90 degrees and copy the pattern, repeating to make a symmetrical pattern",True,2,1,26.0,26.0,4.0,2,3,419,118
06ae92f0-524c-4ec1-b73c-02b2094c4b82,ea04469c-6503-4bd7-8030-dd7a438f8321,"In the input, you should see...the number of grey grid and the meeting point of the colored grid.",The output grid size...same as the input grid. copy the input grid without the grey grid.,"To make the output, you have to...count the grey grid and place the meeting point of the colored grid-down through with the same count.",True,10,1,40.0,40.0,2.0,7,2,316,78
3ca79cdd-0c3f-4781-beeb-a0b27ba0ec85,88168550-44f4-48ea-8349-03af6d860f22,"In the input, you should see...green",The output grid size....straight,"To make the output, you have to....different color",False,,3,30.0,30.0,3.0,1,6,81,105
8e745458-2b43-4f9a-b5f2-b90d11655dd7,34d0d5e4-99b5-4cd7-888a-808b4b33f294,"In the input, you should see...a row of blocks filling the grid vertically and horizontally. You will also see a set of gray blocks.",The output grid size...will remain the same size as the input grid.,"To make the output, you have to...count how many gray blocks there are. Move the row of horizontally blocks down however many spaces there are to match the number of gray blocks.",False,,3,63.0,63.0,1.0,8,0,145,93
e148e902-b813-4229-9015-9b5a5f20135f,58cc6f13-1979-4fe4-9546-b7c5c2977a30,"In the input, you should see...two intersecting lines and a number of grey boxes",The output grid size...stays the same,"To make the output, you have to...move the horizontal line down the same number of lines as there are grey boxes, then fill in the boxes with black",False,,3,53.0,53.0,0.0,0,0,476,163
f9b8d27e-544a-420a-992b-927ece0ddd75,d3668b26-2070-4e75-a6f5-7d5853e7cb9f,"In the input, you should see...  colored horizontal and vertical lines on a black background. And grey grid at the top right corner, which indicate how many grid you need to move your horizontal and vertical lines.",The output grid size... is the same as the input grid,"To make the output, you have to... First, copy the input grid but make the background all black, with no grey grid.  Then, count the grey grid at the top right corner in the input grid. Next, move the horizontal line down according to the number of the grey grid and move the vertical line according to the number of the grey grid and draw it on the output grid (for example, if the grey grid is 1, then move the lines down or to the left by 1 grid)",True,6,1,21.0,21.0,4.0,1,1,843,84
40922f65-711c-4fbf-9a4c-2f3417a8e4f5,895b30b4-cbe1-42d5-93e1-a27db67ceedc,"In the input, you should see...several random black squares on a grid and one distinct pattern of red squares.",The output grid size...is the same as the input grid.,"To make the output, you have to...find any black squares that are in the same pattern as the red squares, then change the black squares in each pattern to red.",True,10,3,25.0,25.0,4.0,1,0,141,82
6a35f797-e6c7-49e6-8e1d-135b9b6038d3,1e75b437-1449-4621-b6b3-61e4ea36d868,"In the input, you should see...red and black pattern",The output grid size...does not change,"To make the output, you have to...change some of the black to red",False,,3,34.0,34.0,1.0,2,2,75,37
af84f1b8-72f5-4f69-9cb5-130ec6b50b8d,1e220db3-d5a9-4f3a-b75c-469dd24c8a6b,"In the input, you should see...several random black squares on a grid and one distinct pattern of red squares.",The output grid size...is the same as the input grid.,"To make the output, you have to...find any black squares that are in the same pattern as the red squares, then change the black squares in each pattern to red.",True,7,1,10.0,10.0,2.0,5,5,313,56
be4c5df2-900c-447c-acb6-399d8ea46c16,1583189d-606c-4f9c-85dd-96375188c022,"In the input, you should see...red colored blocks should be filled",The output grid size... it impact part on the any example original.,"To make the output, you have to....select the colors respond to the output grid",False,,3,18.0,18.0,3.0,1,6,178,141
cd6237c9-ffc9-4b50-8008-4fcc97eb0298,94517ee2-248c-492c-8dad-c079b2cfa45a,"In the input, you should see...a pattern with black and white blocks. In the center line, 6 blocks down, from left to right, you will see one white block, four colored blocks, one white block, and then four black blocks.",The output grid size...stay the same.,"To make the output, you have to...make the last four black blocks in the same line, six blocks down, colored the same color as the input.",False,,3,89.0,89.0,0.0,1,5,544,336
0ebdea6c-cc10-48bc-8343-f21eaaa5ec3a,d8422370-2798-4571-ada2-47553cabb691,"In the input, you should see...several green designs of various shape",The output grid size...stays the same as the input,"To make the output, you have to...change design color to blue if the design only has one 90 degree edge, pink if it has two and red if it has three. also if it shape is a 1 it is red, a c it is pink and an L it is blue.",True,10,1,53.0,53.0,6.0,2,1,205,57
19ff14fd-9430-4881-b9a5-89503b3875f5,d9dbba83-9d3d-4377-b468-020f8bc1067b,"In the input, you should see...different figures with different colors",The output grid size...should be the same size,"To make the output, you have to...copy the input grid and color the figures with green",False,,3,82.0,82.0,0.0,4,5,63,83
46915456-b464-4877-ba41-31b03314d5c8,129c9cae-b1e7-4ca6-afb5-aa08adb226dc,"In the input, you should see...colored patterns on black background",The output grid size... is the same size,"To make the output, you have to... change the green patterns to pink, red and blue",False,,3,106.0,106.0,2.0,0,0,337,263
9425a44e-aa9f-40f4-a67a-c61c37a94edc,9a5d046f-bb62-4d64-9f70-a9a20bddaee4,"In the input, you should see... several green designs",The output grid size... stays the same as the input,"To make the output, you have to... change design color to blue if the design only has one 90 degree edge , pink if it has two, and red if it has three",True,6,1,8.0,8.0,4.0,0,1,344,48
95437724-c78c-4853-8415-764c9ed85acb,be5aa6b9-4319-49a6-88c4-7be9c7181391,"In the input, you should see...everything filled in as green in varying piece amount (5, 3, 8.)","The output grid size...will change with the number of the piece amount (14x12, 10x11, 19x21.)","To make the output, you have to...color each piece correct in the picture from left to right (pink>blue>blue>red>pink, blue>pink>red, red>pink>blue>red>blue>pink>blue>pink.)",False,,3,18.0,18.0,3.0,1,0,495,112
dc07c3d8-1580-4a7c-baaa-6947d1bfa4b8,397fa792-5ca2-4254-9c92-0ee5984977b6,"In the input, you should see... green shape boxes",The output grid size... stay the same,"To make the output, you have to... change figures with both end boxes face same direction pink. Change figure that points in one direction blue. Change figures that point in multiple directions red.",False,,3,69.0,69.0,1.0,4,2,424,161
e48e1741-9ce1-489f-b970-e1a7dd1c12ec,74cccb96-805d-45bd-a909-112e5af52a6a,"In the input, you should see...green patterns like letters",The output grid size...the same,"To make the output, you have to...copy exactly but use pink red and blue",False,,3,73.0,73.0,5.0,3,5,62,66
3647ca0b-2ac5-484a-8fc8-ceaa3b315b8d,2e6bfd31-2800-428d-9c83-2e2f754be945,"In the input, you should see...2 or 3 different patterns with at least 1 red square inside.",The output grid size...the size of the pattern with the most red squares.,"To make the output, you have to...create the pattern with the most red squares inside.",True,8,1,13.0,13.0,0.0,4,5,255,59
be2b7b16-271f-4199-bc8c-dc3b561f779f,7bf8214d-ff4f-44e1-a0d7-8af375ac6ea4,"In the input, you should see...several rectangular shapes with dark blue, light blue, and red",The output grid size...is the size of the rectangular shape with the most red squares,"To make the output, you have to...copy the rectangular shape with the most red squares exactly",True,9,1,4.0,4.0,1.0,5,1,102,33
154158b7-8f24-4556-bc32-5cdcaa1fd42e,46f3a2e7-cf2a-4a9c-a59d-d3bb99f36096,"In the input, you should see....a large grid with two different colors.",The output grid size...is one half the size of the original grid with the same orientation,"To make the output, you have to...change the output grid to the background color that does not include the two boxes.  Next place the colored boxes on the grid where the interior colored boxes match.",True,6,1,33.0,33.0,0.0,0,0,437,97
d885b0af-4fe9-424d-a70e-6953e50a5d8f,29eda9d0-baff-4eca-ad5a-11dc7d788ddc,"In the input, you should see...2 sections next to each other, each with a different background color. One section has single squares. The other has the same squares but surrounded by other squares in different color.",The output grid size...is the same as the section with single squares.,"To make the output, you have to...Using the section with the single squares as starting point, look on the other section for the corresponding squares and copy the squares surrounding the single squares onto the output",True,3,1,33.0,33.0,1.0,4,3,1754,179
dcbef428-4939-4873-9da0-639453718111,0b218ee8-0995-4601-9040-4e04608019a6,"In the input, you should see...a large grid with two different colors. One grid will have individual colored squares. The other grid will have colored squares surrounded by another color.",The output grid size...Is one half the size of the original grid with the same orientation.,"To make the output, you have to...Copy the grid that has the individual colored squares only. Look at the grid that was not used and create the same colored shapes around the individual squares on the grid. They should be the same colors, shapes, and number of squares.",True,6,1,31.0,31.0,2.0,3,4,277,100
0a173749-a2b7-46dc-9510-4828e0d9abdc,e0309cae-a58d-4341-b214-156028b65a3a,"In the input, you should see...grey lines connecting nodes on a black background",The output grid size...is the same as the input,"To make the output, you have to...fill the nodes with yellow",True,10,1,6.0,6.0,3.0,4,2,409,51
0b6fed59-14f3-49eb-8ddc-7b536a0e9a59,3c92a2d3-acfc-4f23-8773-8fc31db18c4f,"In the input, you should see...grey lines connecting nodes on a black background",The output grid size...is the same as the input,"To make the output, you have to...fill the nodes with yellow.",True,9,1,17.0,17.0,0.0,1,0,147,19
59f9f51d-b421-45fb-bf74-311bc521ded1,6352ef74-cae6-4f48-95f3-57c6d14f3eae,"In the input, you should see... grey lines connecting gray squares on a black background",The output grid size... is the same as the input,"To make the output, you have to... fill in gray squares with yellow",True,9,1,18.0,18.0,1.0,3,5,153,35
93843f00-746d-401e-8e99-5c30d3e654ff,3b93e936-9ae1-4819-bcbb-188ac51b5988,"In the input, you should see...replace color",The output grid size...change ouput size,"To make the output, you have to...improvfe the size",False,,3,16.0,16.0,2.0,1,0,77,168
00d185e6-c93e-4dc1-9256-c0626fe5f34b,423dca2d-4388-419c-b9ff-6dfdd7f29f36,"In the input, you should see... large grid.",The output grid size... same as the input grid.,"To make the output, you have to... copy the color pattern into the other gray grids.",True,10,1,23.0,23.0,2.0,1,2,97,49
97ee0884-feee-45b0-bd8d-65067b23e9c6,abbe51fe-0e87-4f4e-a9d3-87b523f43df4,"In the input, you should see... 10x10 grid",The output grid size... 10x10 grid,"To make the output, you have to...copy the color pattern into the other gray shapes.",True,10,1,6.0,6.0,0.0,4,1,95,14
d9fd8672-fc98-485c-9c3f-c862a131349c,dbe78851-53bb-484a-be27-06fd2778c4ba,"In the input, you should see...every input same",The output grid size...every input same,"To make the output, you have to...same pattern",True,10,1,55.0,55.0,1.0,2,2,51,103
18e72112-94dc-4634-9f2a-fa61e338e520,5c46f270-612a-4d1a-8c58-dc7dfabf3d2f,"In the input, you should see...a 10x10 black and gray grid",The output grid size...is the same as the input.,"To make the output, you have to...change single pixels to green,two pixels lines to red,and three pixels shapes to blue.The background stays gray",True,9,1,34.0,34.0,4.0,2,2,194,374
2ff3803d-05ee-44ae-9736-93c6aa5d5919,4d36e5e8-0767-42d7-9656-55ab8d369861,"In the input, you should see...a 10x10 black and gray grid.",The output grid size...is the same as the input.,"To make the output, you have to...change the single black pixels to green, two black pixel lines to red, and three black pixel shapes to blue. The background stays gray.",True,10,1,33.0,33.0,2.0,2,4,114,56
330b677a-51eb-4748-a047-d04a86060f8e,a8f1c8eb-4ef3-4262-be92-7546958e47f3,"In the input, you should see...a 10x10 black and gray grid.",The output grid size...is the same as the input.,"To make the output, you have to...change single pixels to green, two pixels lines to red, and three pixels shapes to blue. The background stays gray.",True,9,1,17.0,17.0,0.0,0,0,346,64
374621fc-1413-4172-9ba6-f6c5a26dfc5e,09c9804a-be31-4919-92f8-0c2386665550,"In the input, you should see... a grid with black and grey squares",The output grid size... 10x10,"To make the output, you have to... all grey squares stay the same.  On the bottom three rows all black squares are changed to green.  On the 4th row the first pixel is red and the second black pixel is lime green.  On the 5th row all black squares become red.  On row 6, the first two are blue and the second two are red.  On the 7th row the 1st pixel is red and the 2nd is blue.  On the 8th row from the bottom the first is red, second is blue, third is green and 4th is blue.  On the 9th row all blue.  On the top row first two are red, second is green and 3rd is blue.",False,,3,39.0,39.0,3.0,2,0,234,136
59e433f7-a598-4f22-96ab-ba1844115259,5759d3ec-673a-4ab1-8d2a-35c580705ecb,"In the input, you should see... a grey grid with some black squares",The output grid size... is the same as the input size,"To make the output, you have to... fill any single black squares with green. Fill any two-square black shapes with red. Fill any three-square black shapes with blue. The background remains grey.",True,8,1,17.0,17.0,1.0,4,0,137,36
0cacb6c5-ee3c-4e22-8191-f67170de2b19,231701dd-06c4-4ee3-bc11-87224ab96261,"In the input, you should see...a black pattern on a colored grid with one colored block next to it",The output grid size...is the same,"To make the output, you have to...copy the black pattern,in whatever the color of the space is next to it, diagonally all the way to the edge of the grid . all other colors stay the same",False,,3,34.0,34.0,5.0,2,1,231,263
2fe2d0bb-11bc-40a9-83f4-b488f60b7e86,6e1816ad-dd89-45ca-9e74-c493e1d66765,"In the input, you should see....a colored grid with a black pattern with a colored square touching one of its corners",The output grid size...is the same for input and output,"To make the output, you have to... copy the grid and copy the colored square all the way to the edge with whatever pattern the black shape is.",False,,3,38.0,38.0,1.0,2,3,161,112
39041b90-791a-427e-aacf-5de963119d42,5c811e84-a3fa-4b25-9359-8f7a221799dc,"In the input, you should see...like it",The output grid size... good,"To make the output, you have to... nice",True,8,2,11.0,11.0,2.0,0,0,100,40
47ddcfa9-85c2-4d66-b7ce-4f94b576c1a7,1a7e1286-ede4-4498-b075-a9297c6d0f2a,"In the input, you should see...a black pattern with another colored single grid beside it, different from the colored grids of the background.",The output grid size...is the same as the input.,"To make the output, you have to...without any change in the colors of any patterns, shapes, size and the background, copy the pattern on the black colored grids, to the other grid which is not patterned thus replicating it with the pattern and size of the black grid, continue to add the same pattern diagonally towards the only edge of the grid.",True,9,1,27.0,27.0,8.0,4,4,1876,240
93f7c34b-613f-4096-be0f-7401a91eabde,0c24d79a-a7a6-4b93-a0a7-66f09e9028ea,"In the input, you should see...the output grid size is the same","The output grid size...In the input, you should see...the output grid size is the same","To make the output, you have to...In the input, you should see...the output grid size is the same",False,,3,85.0,85.0,3.0,5,1,53,344
c7e4862e-659b-4996-9ac3-83e17062de4e,cfdbe3ab-6a17-4b13-9251-48f8bf52650a,"In the input, you should see...the pattern in black and one another color cell on the diagonal direction",The output grid size...the same size,"To make the output, you have to...start from the none black color cell, and replicate the black cells pattern in the diagonal direction, the replicate pattern fully touch the border as end.",True,5,2,13.0,13.0,6.0,0,0,592,117
cd5ec885-8e23-456f-bb83-45c581ba5132,e86ff186-a100-4471-84b6-d36339be0d8a,"In the input, you should see...a black pattern on a colored grid with one colored block next to it.",The output grid size...is the same.,"To make the output, you have to...copy the black pattern, in whatever the color of the space is next to it, diagonally all the way to the edge of the grid. All other colors stay the same.",True,7,1,8.0,8.0,0.0,4,5,188,23
d2b547a2-b6d7-4807-bc0d-62ce8d0a434c,3fabc000-746d-46ee-ad24-1bf99680b118,"In the input, you should see...a black pattern on a colored grid with one colored block next to it.",The output grid size...is the same size.,"To make the output, you have to...repeat the original pattern diagonally (in the same direction as the colored block) all the way to the edge of the grid starting from the colored block.  The new pattern must be the same color as the colored block and may be cut off by the edge of the grid (if not that's fine too).",True,4,1,8.0,8.0,7.0,0,1,1542,122
ea374339-3b76-4515-a253-22b01ea28441,933c9774-791c-494b-804e-eb9b498d9281,"In the input, you should see... a black shape with one colored square diagonal in one direction",The output grid size... is the same as the input grid,"To make the output, you have to... using the color of the single colored square, copy the shape of the black shape and build it so that it is diagonal from the black shape. Continue the same pattern in the same color until you reach the end of the grid.",True,6,1,8.0,8.0,4.0,0,1,197,30
07066b6d-6fb6-4bdf-981f-0a46d56897db,c5f8851e-16b8-4133-a41c-2f793dacfa56,"In the input, you should see...a black grid with two individual blue squares.",The output grid size...copy the input grid size and color.,"To make the output, you have to...add a 3x3 green cross (total of 6 squares) between the two blue squares. The cross must be located exactly between the two blue squares; that is, the number of open black squares on one side will be the same number of open black squares as the other side.",True,9,1,9.0,9.0,0.0,5,1,324,151
3f6bc49a-547e-452a-83c7-d7353882b0f7,13b023a1-da41-4811-b9ba-1d4d4e70eaa0,"In the input, you should see...10x10 grid two individual squares with the same color on the same line",The output grid size...the grid size will remain the same,"To make the output, you have to...add a 3x3 green cross between the two squares perfect.",True,10,1,9.0,9.0,1.0,3,4,208,62
403c043b-e8c8-40d2-bb74-03426ea9ae42,0ffbad1b-713c-4647-a7fe-64f5ead6d562,"In the input, you should see...black",The output grid size...squares,"To make the output, you have to...green",True,8,1,7.0,7.0,2.0,2,3,75,111
8968e0c2-eed3-4f2d-8851-84a49d50a14d,a2abea22-2b61-4d11-a26e-bc59c434e464,"In the input, you should see...a 10x10 grid with two blue squares",The output grid size...the same size as the input grid and the blue squares are in the same spots (copy it over),"To make the output, you have to...imagine the line that would be formed by the blue squares and fill in the middle square with green. Then using the green square as a starting place fill in the block above, below, and on each side with green. It should look like a plus sign.",True,7,1,7.0,7.0,3.0,2,2,238,27
fb761383-0f80-451f-a898-c72f6774fd0b,be015aac-cf2e-4897-92c8-0f3c9b270eef,"In the input, you should see... a 10x10 grid with two blue squares space out",The output grid size... remains a 10x10 grid,"To make the output, you have to... replicate the location of the two blue squares. Then color the half way point of the two with a green square. From that green square, also color the top, bottom, left, and right square from it green to make a plus sign.",True,7,1,10.0,10.0,4.0,2,0,232,61
0f64be7f-2c2f-4a6e-9840-75cf78be4a1b,3b93e936-9ae1-4819-bcbb-188ac51b5988,"In the input, you should see...replace size",The output grid size...change color,"To make the output, you have to...replace the order",False,,3,19.0,19.0,3.0,0,0,421,94
37e31a90-0f6a-4c2e-b95a-ffdd0fc25adf,e0309cae-a58d-4341-b214-156028b65a3a,"In the input, you should see...an 11x11 grid",The output grid size...an 11x5,"To make the output, you have to...both patterns from above and below the gray line",False,,3,15.0,15.0,1.0,3,2,137,225
a1bca635-8ee7-4f23-8880-965f7d572f29,a92d39b8-7134-408d-a474-e77250345c15,"In the input, you should see... an 11x11 grid",The output grid size... an 11x5 grid,"To make the output, you have to...mesh together both patterns from above and below the gray line",True,10,2,44.0,44.0,0.0,5,5,493,178
e9fa31dd-b854-454f-8c47-d5e0d19d96f1,6352ef74-cae6-4f48-95f3-57c6d14f3eae,"In the input, you should see...11x11 grid split into two 5x11 grids through a solid color row in the middle",The output grid size... 5x11grid,"To make the output, you have to... mesh together both patterns above and below the solid color row into one 5x11 grid",True,10,1,16.0,16.0,2.0,2,5,268,124
37c21af3-e512-43db-9264-53829ba71b60,5c811e84-a3fa-4b25-9359-8f7a221799dc,"In the input, you should see... like it",The output grid size... good,"To make the output, you have to... nice",True,10,1,10.0,10.0,1.0,4,3,18,21
