phrase_number	task_number	task_name	description_id	phrase_kind	nth_phrase_in_paragraph	phrase	tag_procedure	tag_metaphor	tag_clarification	tag_example	tag_array	tag_validation	tag_loop	tag_start_stop	tag_conditional	tag_logic	tag_framing	tag_spatial_relation	tag_physical_interaction	tag_contact_transform	tag_affine_transform	tag_visual_graphical_transform	tag_object_detection
1729	294	bbc9ae5d.json	9529de5e-e794-4aba-a9a1-ee77ee619416	grid_size	1	the same width as the input grid and the height is exactly 1/2 of the width of the input grid.																	
1730	294	bbc9ae5d.json	9529de5e-e794-4aba-a9a1-ee77ee619416	grid_size	2	For example, if the original grid is 8 boxes wide the new grid will be 8x4 (8 wide and 4 tall).																	
1731	294	bbc9ae5d.json	9529de5e-e794-4aba-a9a1-ee77ee619416	output	1	make the top row the same as the row shown in the input grid.																	
1732	294	bbc9ae5d.json	9529de5e-e794-4aba-a9a1-ee77ee619416	output	2	Every row that goes down adds one more colored box.																	
1733	294	bbc9ae5d.json	9529de5e-e794-4aba-a9a1-ee77ee619416	output	3	So, if the top row has 4 colored boxes, the next row down has 5 and then the next row has 6... etc.																	
1734	294	bbc9ae5d.json	9529de5e-e794-4aba-a9a1-ee77ee619416	output	4	This will look like a staircase when you are done.																	
1735	294	bbc9ae5d.json	9529de5e-e794-4aba-a9a1-ee77ee619416	output	5	Keep going until the grid is finished.																	
1736	294	bbc9ae5d.json	d7c5960f-ceb9-4d34-a56c-74c97c0da1ae	input	1	a row with boxes																	
1737	294	bbc9ae5d.json	d7c5960f-ceb9-4d34-a56c-74c97c0da1ae	grid_size	1	the same width as the input, the height is half of that number																	
1738	294	bbc9ae5d.json	d7c5960f-ceb9-4d34-a56c-74c97c0da1ae	output	1	The top row is the same as the input.																	
1739	294	bbc9ae5d.json	d7c5960f-ceb9-4d34-a56c-74c97c0da1ae	output	2	Add one colored block to the row below that, and two blocks to the row below that, etc etc, until it looks like a staircase.																	
1740	295	bc1d5164.json	920e664f-9c77-4300-a09f-d151f122e6cf	input	1	a black background with another color																	
1741	295	bc1d5164.json	920e664f-9c77-4300-a09f-d151f122e6cf	grid_size	1	changes to 3x3																	
1742	295	bc1d5164.json	920e664f-9c77-4300-a09f-d151f122e6cf	output	1	squeeze the color other than black together so that when the section of the color come together the pattern is complete.																	
1743	295	bc1d5164.json	d943f65a-f65d-4191-843b-8082e01373f7	input	1	a black background with a foreground color.																	
1744	295	bc1d5164.json	d943f65a-f65d-4191-843b-8082e01373f7	grid_size	1	shrinks to a 3x3 grid.																	
1745	295	bc1d5164.json	d943f65a-f65d-4191-843b-8082e01373f7	output	1	imagine you are squishing the original grid horizontally and vertically.																	
1746	295	bc1d5164.json	d943f65a-f65d-4191-843b-8082e01373f7	output	2	The colored dots move and overlap on top of the background.																	
1747	296	bd4472b8.json	960be533-5204-4f20-ab7c-65d2d25c4466	input	1	grids in the first row with different filled colors																	
1748	296	bd4472b8.json	960be533-5204-4f20-ab7c-65d2d25c4466	grid_size	1	should be the same																	
1749	296	bd4472b8.json	960be533-5204-4f20-ab7c-65d2d25c4466	output	1	filled the black grid from the third row with the colors specified in the first row.																	
1750	296	bd4472b8.json	960be533-5204-4f20-ab7c-65d2d25c4466	output	2	For example, fill the third row with the color in the first row and first column, and repeat.																	
1751	296	bd4472b8.json	ab4aadd2-83ef-4d01-b99d-80e8431edc3f	input	1	grids in the first row with different filled colors																	
1752	296	bd4472b8.json	ab4aadd2-83ef-4d01-b99d-80e8431edc3f	grid_size	1	should be the same																	
1753	296	bd4472b8.json	ab4aadd2-83ef-4d01-b99d-80e8431edc3f	output	1	filled the black grid from the third row with the colors specified in the first row.																	
1754	296	bd4472b8.json	ab4aadd2-83ef-4d01-b99d-80e8431edc3f	output	2	For example, fill the third row with the color in the first row and first column, and repeat.																	
1755	296	bd4472b8.json	b0d62365-7cae-46b5-97d5-8c2ad20ce154	input	1	a color pattern of either 2, 3 or 4 various colors																	
1756	296	bd4472b8.json	b0d62365-7cae-46b5-97d5-8c2ad20ce154	grid_size	1	is the same size as the input grid.																	
1757	296	bd4472b8.json	b0d62365-7cae-46b5-97d5-8c2ad20ce154	output	1	start on the third row (after the row of gray) and make the entire third row the same as the first color in the first row, then make the entire fourth row the same as the second color in the first row and so on for the next color.																	
1758	296	bd4472b8.json	b0d62365-7cae-46b5-97d5-8c2ad20ce154	output	2	Once all colors have been done, then repeat the same pattern.																	
1759	297	bda2d7a6.json	a19b7a1c-8d27-46a6-a834-808e78461624	input	1	3 different size of colored grid																	
1760	297	bda2d7a6.json	a19b7a1c-8d27-46a6-a834-808e78461624	grid_size	1	same as input																	
1761	297	bda2d7a6.json	a19b7a1c-8d27-46a6-a834-808e78461624	output	1	change the color of center black 2x2 grid to that of 4X4  grid color, 4X4 change to 6X6 color, and 6X6 change to old 2X2 color.																	
1762	297	bda2d7a6.json	bc6ce305-850d-4aa9-888b-f5f035f5582f	input	1	a series of squares inside of squares																	
1763	297	bda2d7a6.json	bc6ce305-850d-4aa9-888b-f5f035f5582f	grid_size	1	is the same as the input																	
1764	297	bda2d7a6.json	bc6ce305-850d-4aa9-888b-f5f035f5582f	output	1	change the color of the center square to the color of the second square, 																	
1765	297	bda2d7a6.json	bc6ce305-850d-4aa9-888b-f5f035f5582f	output	2	then change the second square to the color of the third square, 																	
1766	297	bda2d7a6.json	bc6ce305-850d-4aa9-888b-f5f035f5582f	output	3	and continue until you get to the largest square which should take on the color of the input center square.																	
1767	297	bda2d7a6.json	edeb78e3-80e4-4449-8c11-857e2a56e2a3	input	1	3 grids of different colors and size																	
1768	297	bda2d7a6.json	edeb78e3-80e4-4449-8c11-857e2a56e2a3	grid_size	1	the same as the input																	
1769	297	bda2d7a6.json	edeb78e3-80e4-4449-8c11-857e2a56e2a3	output	1	change the color of the 6x6 grid to the 2x2 color, the 4x4 change to the 6x6 color and the 2x2 color to the 4x4 color.																	
1770	298	bdad9b1f.json	83634b4f-be2b-48d6-a2ac-f9d86d175f92	input	1	2 horizontal squares and 2 vertical blue squares.																	
1771	298	bdad9b1f.json	83634b4f-be2b-48d6-a2ac-f9d86d175f92	grid_size	1	have the same size.																	
1772	298	bdad9b1f.json	83634b4f-be2b-48d6-a2ac-f9d86d175f92	output	1	continue the pattern of red squares horizontal and continue the blue squares vertical to reach the edge of the grid.																	
1773	298	bdad9b1f.json	83634b4f-be2b-48d6-a2ac-f9d86d175f92	output	2	On the square that blue and red squares crosses, color that one yellow.																	
1774	299	be94b721.json	0c3489b6-62af-473d-a69c-2faf4373990f	input	1	colored shapes with a black background	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1775	299	be94b721.json	0c3489b6-62af-473d-a69c-2faf4373990f	grid_size	1	is fully zoomed on the pattern with the highest color count	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1
1776	299	be94b721.json	0c3489b6-62af-473d-a69c-2faf4373990f	output	1	fully copy the pattern of the largest colored shape, zoomed as much as possible.	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1
1777	299	be94b721.json	3c8f08b3-d38e-4106-bd14-037c362bce8c	input	1	colored grids with different pattern with black background	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1778	299	be94b721.json	3c8f08b3-d38e-4106-bd14-037c362bce8c	grid_size	1	fully zoomed size of a certain pattern	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
1779	299	be94b721.json	3c8f08b3-d38e-4106-bd14-037c362bce8c	output	1	fully zoomed pattern of a highest color count among the gird.	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
1780	300	beb8660c.json	1d4a0ad2-7c19-4b16-bdfd-a7df6dd204b7	input	1	several different colored horizontal line segments.																	
1781	300	beb8660c.json	1d4a0ad2-7c19-4b16-bdfd-a7df6dd204b7	grid_size	1	is the same as the input																	
1782	300	beb8660c.json	1d4a0ad2-7c19-4b16-bdfd-a7df6dd204b7	output	1	rearrange the lines from largest at the bottom of the grid to smallest at the top.																	
1783	300	beb8660c.json	1d4a0ad2-7c19-4b16-bdfd-a7df6dd204b7	output	2	The final row need not be at the top of the grid.																	
1784	300	beb8660c.json	1d4a0ad2-7c19-4b16-bdfd-a7df6dd204b7	output	3	The lines should be aligned to the right side.																	
1785	300	beb8660c.json	6c537164-fd54-424a-ad08-aaf926f54375	input	1	pixels of different colors joined and placed horizontally on these black grids, separated by black grids																	
1786	300	beb8660c.json	6c537164-fd54-424a-ad08-aaf926f54375	grid_size	1	the same size as the input																	
1787	300	beb8660c.json	6c537164-fd54-424a-ad08-aaf926f54375	output	1	place them on each other according to their lengths on the grid right side.																	
1788	301	c0f76784.json	02978efa-78ce-4682-b049-43a302f27b00	input	1	grey squares.																	
1789	301	c0f76784.json	02978efa-78ce-4682-b049-43a302f27b00	grid_size	1	the same as the input.																	
1790	301	c0f76784.json	02978efa-78ce-4682-b049-43a302f27b00	output	1	fill the center of the smallest square with pink, the middle square with dark yellow and the biggest square with light blue.																	
1791	301	c0f76784.json	f906a70b-0eeb-4e21-b3e0-1a1d6b79f33b	input	1	gray outlines of squares with holes unfiled or black in color.																	
1792	301	c0f76784.json	f906a70b-0eeb-4e21-b3e0-1a1d6b79f33b	grid_size	1	the same as input.																	
1793	301	c0f76784.json	f906a70b-0eeb-4e21-b3e0-1a1d6b79f33b	output	1	flood fill the holes within the squares, with pink for the smallest, the largest with light blue and the medium sized with orange.																	
1794	302	c1d99e64.json	f4a89e1a-c989-48a5-a66b-693c9722c8be	input	1	many squares and some black squares that run from end to end vertical or horizontal																	
1795	302	c1d99e64.json	f4a89e1a-c989-48a5-a66b-693c9722c8be	grid_size	1	has same size																	
1796	302	c1d99e64.json	f4a89e1a-c989-48a5-a66b-693c9722c8be	output	1	color the black squares that create a line vertical or horizontal all the way across the grid red and only those squares red.																	
1797	303	c3e719e8.json	4bdfc827-9333-40ce-b13c-cf6ff50a1bfe	input	1	a 3x3 grid with all colored boxes.																	
1798	303	c3e719e8.json	4bdfc827-9333-40ce-b13c-cf6ff50a1bfe	grid_size	1	needs to be 9x9.																	
1799	303	c3e719e8.json	4bdfc827-9333-40ce-b13c-cf6ff50a1bfe	output	1	Notice that you can copy the original 3x3 grid 9 times into the new grid (nine 3x3 patterns) and fill out the new grid in this pattern.																	
1800	303	c3e719e8.json	4bdfc827-9333-40ce-b13c-cf6ff50a1bfe	output	2	Now look at which color is the most common in the input grid and keep that in mind.																	
1801	303	c3e719e8.json	4bdfc827-9333-40ce-b13c-cf6ff50a1bfe	output	3	For example, if blue is the most common color in the input box and the top, left box is blue then copy the entire 3x3 box into the top, left 3x3 area in the new grid.																	
1802	303	c3e719e8.json	4bdfc827-9333-40ce-b13c-cf6ff50a1bfe	output	4	If the bottom, middle box is blue then copy the entire 3x3 grid into the middle top of the new grid.																	
1803	303	c3e719e8.json	4bdfc827-9333-40ce-b13c-cf6ff50a1bfe	output	5	Alternatively, suppose the top right box is red (or any other color that is not the most common) in the input grid, then that top right 3x3 area should be black in the new grid.																	
1804	303	c3e719e8.json	4bdfc827-9333-40ce-b13c-cf6ff50a1bfe	output	6	Keep following that pattern until you're done.																	
1805	303	c3e719e8.json	4bdfc827-9333-40ce-b13c-cf6ff50a1bfe	output	7	The black holes should now correlate to the locations of the colors of the boxes (in the input grid) that were not the most common.																	
1806	303	c3e719e8.json	f2f83c64-12df-4da9-af09-bab1ab036235	input	1	3x3 grid with a color pattern that will be repeated in output																	
1807	303	c3e719e8.json	f2f83c64-12df-4da9-af09-bab1ab036235	grid_size	1	enlarged to 9x9																	
1808	303	c3e719e8.json	f2f83c64-12df-4da9-af09-bab1ab036235	output	1	copy the input pattern.																	
1809	303	c3e719e8.json	f2f83c64-12df-4da9-af09-bab1ab036235	output	2	paste in output in a way that's similiar to the most common color in the input.																	
1810	303	c3e719e8.json	f2f83c64-12df-4da9-af09-bab1ab036235	output	3	For instance is green is the most common color and the green boxes are diagonal, this pasted pattern would be diagonal as well.																	
1811	304	c3f564a4.json	18910382-2dc1-4801-868f-3da6e0265f71	input	1	diagonal colored lines with black sections in them.																	
1812	304	c3f564a4.json	18910382-2dc1-4801-868f-3da6e0265f71	grid_size	1	is the same as the original.																	
1813	304	c3f564a4.json	18910382-2dc1-4801-868f-3da6e0265f71	output	1	fill in the black squares according to the pattern of diagonal colored squares.																	
1814	304	c3f564a4.json	9e72a42e-b71b-4272-8a14-bdd72cc5a9d4	input	1	a pattern of diagonal lines																	
1815	304	c3f564a4.json	9e72a42e-b71b-4272-8a14-bdd72cc5a9d4	grid_size	1	same as original																	
1816	304	c3f564a4.json	9e72a42e-b71b-4272-8a14-bdd72cc5a9d4	output	1	fill in black tiles with the same tile pattern in the diagonal lines.																	
1817	305	c444b776.json	0069945d-881a-4b0e-a97b-6954692f7af1	input	1	a black grid divided into sections																	
1818	305	c444b776.json	0069945d-881a-4b0e-a97b-6954692f7af1	grid_size	1	is the same as the input																	
1819	305	c444b776.json	0069945d-881a-4b0e-a97b-6954692f7af1	output	1	copy the color in one section to any other section.																	
1820	305	c444b776.json	24214ed2-ba48-465e-b2b7-cb2cb80e2512	input	1	a black grid with four sections																	
1821	305	c444b776.json	24214ed2-ba48-465e-b2b7-cb2cb80e2512	grid_size	1	will be the same size as input																	
1822	305	c444b776.json	24214ed2-ba48-465e-b2b7-cb2cb80e2512	output	1	copy the color in one section to other three sections.																	
1823	306	c59eb873.json	1941dcf2-1b3a-4f59-8357-16effd83456d	input	1	blocks of various colors	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1824	306	c59eb873.json	1941dcf2-1b3a-4f59-8357-16effd83456d	grid_size	1	will be double the input size, so if, for example, the input is 4x4 the output will be 8x8.	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1825	306	c59eb873.json	1941dcf2-1b3a-4f59-8357-16effd83456d	output	1	divide each block  into a 2x2 square in the same color as the original block.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1826	306	c59eb873.json	1941dcf2-1b3a-4f59-8357-16effd83456d	output	2	So, each block from the original input grid will become a 2x2 block of 4 squares of the same color as the original block.	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1
1827	307	c8cbb738.json	eba0cc32-a21d-459a-861e-2770043e1278	input	1	a solid color background with multiple groups of 4 colored pixels.																	
1828	307	c8cbb738.json	eba0cc32-a21d-459a-861e-2770043e1278	grid_size	1	is going to be smaller than the original.																	
1829	307	c8cbb738.json	eba0cc32-a21d-459a-861e-2770043e1278	grid_size	2	It will be the same size as the largest shape created by the groups of colored pixels.																	
1830	307	c8cbb738.json	eba0cc32-a21d-459a-861e-2770043e1278	output	1	place all the groups of pixels on top of each other keeping all colors the same.																	
1831	307	c8cbb738.json	eba0cc32-a21d-459a-861e-2770043e1278	output	2	Leave any left over blocks the color of the original background.																	
1832	308	c8f0f002.json	a207bc8f-a143-43e9-bcdb-b4a88cc38b84	input	1	blue and yellow colors	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
1833	308	c8f0f002.json	a207bc8f-a143-43e9-bcdb-b4a88cc38b84	grid_size	1	is the same as the input grid size	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1834	308	c8f0f002.json	a207bc8f-a143-43e9-bcdb-b4a88cc38b84	output	1	change the yellow grids into grey one.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
1835	308	c8f0f002.json	c195de09-4b05-4f51-b002-9a7d86072485	input	1	blue grid with yellow grid	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1836	308	c8f0f002.json	c195de09-4b05-4f51-b002-9a7d86072485	grid_size	1	same as  input	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1837	308	c8f0f002.json	c195de09-4b05-4f51-b002-9a7d86072485	output	1	replace yellow grid with grey.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1838	309	c909285e.json	d4b3d471-a7d2-47e5-a50c-c99591b24d4e	input	1	a a small square inside the input grid with border.																	
1839	309	c909285e.json	d4b3d471-a7d2-47e5-a50c-c99591b24d4e	grid_size	1	is the same as the small square inside the input grid.																	
1840	309	c909285e.json	d4b3d471-a7d2-47e5-a50c-c99591b24d4e	output	1	copy the entire small square grid without change in  the pattern or the colors along with the border.																	
1841	309	c909285e.json	d634f3d7-28f6-4ad8-9a3d-c4f4e507a3cc	input	1	.one section that has a different color border																	
1842	309	c909285e.json	d634f3d7-28f6-4ad8-9a3d-c4f4e507a3cc	grid_size	1	 will be the number of squares within the different color border, including the colored border																	
1843	309	c909285e.json	d634f3d7-28f6-4ad8-9a3d-c4f4e507a3cc	output	1	count the number of squares in the colored border and resize the output to that number.																	
1844	309	c909285e.json	d634f3d7-28f6-4ad8-9a3d-c4f4e507a3cc	output	2	Then you color all the blocks to match the input.																	
1845	310	c9e6f938.json	7e844341-6d92-4363-a52f-eecb454aa6fc	input	1	a simple 3x3 pattern of orange and black dots.	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1846	310	c9e6f938.json	7e844341-6d92-4363-a52f-eecb454aa6fc	grid_size	1	 doubles horizontally, so instead of 3x6 it's now 6x3.	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1847	310	c9e6f938.json	7e844341-6d92-4363-a52f-eecb454aa6fc	output	1	copy the original pattern to the left half of the grid, then mirror it on the right, like an inkblot.	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1
1848	310	c9e6f938.json	e40bf0ec-72d5-4799-aedb-5fdbf29e9b9a	input	1	an orange shape on a black background	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
1849	310	c9e6f938.json	e40bf0ec-72d5-4799-aedb-5fdbf29e9b9a	grid_size	1	 has twice as many rows, but the same height	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1850	310	c9e6f938.json	e40bf0ec-72d5-4799-aedb-5fdbf29e9b9a	output	1	create a left-right mirror of pattern of the orange shape.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
1851	310	c9e6f938.json	fcdad1f9-c5b5-4472-9f75-1a2ecab509a4	input	1	the orange grid only	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1852	310	c9e6f938.json	fcdad1f9-c5b5-4472-9f75-1a2ecab509a4	grid_size	1	two times the row, but same height!	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1853	310	c9e6f938.json	fcdad1f9-c5b5-4472-9f75-1a2ecab509a4	output	1	make the pattern mirror as left-right with the same height and twice the row.	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1
1854	311	c9f8e694.json	499a1b53-4001-4603-99b6-fe5f7fe0151b	input	1	a pattern of colored squares and some gray blocks																	
1855	311	c9f8e694.json	499a1b53-4001-4603-99b6-fe5f7fe0151b	grid_size	1	is the same as the input grid size																	
1856	311	c9f8e694.json	499a1b53-4001-4603-99b6-fe5f7fe0151b	output	1	fill each gray block with the color from the colored blocks that is on the same horizontal row.																	
1857	311	c9f8e694.json	91b5eb3e-573d-4a58-9447-f255c309408c	input	1	a line of colored squares and a number of grey boxes																	
1858	311	c9f8e694.json	91b5eb3e-573d-4a58-9447-f255c309408c	grid_size	1	is the same as the input grid size																	
1859	311	c9f8e694.json	91b5eb3e-573d-4a58-9447-f255c309408c	output	1	fill in each box of the grey squares with whichever color from the colored line on the side is on the same row as it.																	
1860	311	c9f8e694.json	db3f0f8a-81cc-46f4-ad30-f36402f82457	input	1	A line of colored blocks on the left																	
1861	311	c9f8e694.json	db3f0f8a-81cc-46f4-ad30-f36402f82457	grid_size	1	is the same size																	
1862	311	c9f8e694.json	db3f0f8a-81cc-46f4-ad30-f36402f82457	output	1	color the horizontal blocks the same pattern as the vertical colors.																	
1863	314	cce03e0d.json	1c3ebbd3-cf74-4666-adda-95077c27ecd2	input	1	a 3x3 grid of colored squares with																	
1864	314	cce03e0d.json	1c3ebbd3-cf74-4666-adda-95077c27ecd2	grid_size	1	is 9x9																	
1865	314	cce03e0d.json	1c3ebbd3-cf74-4666-adda-95077c27ecd2	output	1	Visualize the output grid as nine 3x3 blocks.																	
1866	314	cce03e0d.json	1c3ebbd3-cf74-4666-adda-95077c27ecd2	output	2	The red squares on your input indicate which 'blocks' in your 9x9 grid you should work in.																	
1867	314	cce03e0d.json	1c3ebbd3-cf74-4666-adda-95077c27ecd2	output	3	Copy the 3x3 input pattern to the 'blocks' indicated by the location of the red squares.																	
1868	316	ce22a75a.json	686673ba-8d43-4e75-bb38-b7d3bbc25e54	input	1	a black background with gray squares	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1869	316	ce22a75a.json	686673ba-8d43-4e75-bb38-b7d3bbc25e54	grid_size	1	the same as input grid	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
1870	316	ce22a75a.json	686673ba-8d43-4e75-bb38-b7d3bbc25e54	output	1	change every gray square and the 9 squares around it into blue.	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
1871	316	ce22a75a.json	c2fbb1d1-b043-4df7-acd1-d74913dd4272	input	1	a black background with some squares in gray	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1872	316	ce22a75a.json	c2fbb1d1-b043-4df7-acd1-d74913dd4272	grid_size	1	should stay the same	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
1873	316	ce22a75a.json	c2fbb1d1-b043-4df7-acd1-d74913dd4272	output	1	change every gray square and the 9 squares that go all around it into blue.	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
1874	316	ce22a75a.json	c6bdf45b-5449-4e70-a414-7187514f5e83	input	1	a black background with some squares in gray	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1875	316	ce22a75a.json	c6bdf45b-5449-4e70-a414-7187514f5e83	grid_size	1	is the same for input and output	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
1876	316	ce22a75a.json	c6bdf45b-5449-4e70-a414-7187514f5e83	output	1	change the gray blocks to blue and the squares that go around it to turn it into a blue block of 9.	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
1877	317	ce4f8723.json	ba04f735-01be-410c-a200-c254c584320f	input	1	a long grid with several colors.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1878	317	ce4f8723.json	ba04f735-01be-410c-a200-c254c584320f	grid_size	1	must be 4x4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1879	317	ce4f8723.json	ba04f735-01be-410c-a200-c254c584320f	output	1	consider the long input as two sections as 4x4 grids, consider that the two sections as one.	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1880	317	ce4f8723.json	ba04f735-01be-410c-a200-c254c584320f	output	2	then the leave that black spaces as black then point the colored blocks as green.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
1881	318	ce602527.json	369ecce6-82f9-4982-a86e-10b16d75d778	input	1	random designs on a solid background																	
1882	318	ce602527.json	369ecce6-82f9-4982-a86e-10b16d75d778	grid_size	1	the size of one of the designs																	
1883	318	ce602527.json	369ecce6-82f9-4982-a86e-10b16d75d778	output	1	copy the design just as it is.																	
1884	319	ce9e57f2.json	492de16e-55b5-4914-8d02-d389db12c99b	input	1	4 red bars that rise upward from the bottom of the grid in different heights.																	
1885	319	ce9e57f2.json	492de16e-55b5-4914-8d02-d389db12c99b	grid_size	1	is the same as the input grid.																	
1886	319	ce9e57f2.json	492de16e-55b5-4914-8d02-d389db12c99b	output	1	change the lower half of the red bars to light blue and the upper half remain red.																	
1887	319	ce9e57f2.json	492de16e-55b5-4914-8d02-d389db12c99b	output	2	If there are an even number of squares in the bar, the red squares and light blue squares should be even.																	
1888	319	ce9e57f2.json	492de16e-55b5-4914-8d02-d389db12c99b	output	3	If there are an odd number of squares in a bar, there should be one more upper red squares than there are lower blue squares.																	
1889	320	cf98881b.json	15684b62-3b2d-4067-9bf1-282b855a3c17	input	1	a left section with yellow squares.																	
1890	320	cf98881b.json	15684b62-3b2d-4067-9bf1-282b855a3c17	grid_size	1	is like the left section with the yellow squares.																	
1891	320	cf98881b.json	15684b62-3b2d-4067-9bf1-282b855a3c17	output	1	over lay the dark red and blue areas and fill in the black squares where possible.																	
1892	321	d037b0a7.json	0c6a5d03-cef7-4289-bd73-1353e285a347	input	1	a pattern with different colored squares	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
1893	321	d037b0a7.json	0c6a5d03-cef7-4289-bd73-1353e285a347	grid_size	1	is the same	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1894	321	d037b0a7.json	0c6a5d03-cef7-4289-bd73-1353e285a347	output	1	wherever you see a color other than black make squares below that color the same color down to the border.	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1
1895	322	d06dbe63.json	8e336fdb-c356-4a4a-8daa-23b1e2dfb48a	input	1	a blue square.																	
1896	322	d06dbe63.json	8e336fdb-c356-4a4a-8daa-23b1e2dfb48a	grid_size	1	is the same size.																	
1897	322	d06dbe63.json	8e336fdb-c356-4a4a-8daa-23b1e2dfb48a	output	1	use just grey blocks add blocks to the top of the blue box, add two up, and then two to the right.																	
1898	322	d06dbe63.json	8e336fdb-c356-4a4a-8daa-23b1e2dfb48a	output	2	Below the blue box add grey blocks, two down and then two to the left.																	
1899	322	d06dbe63.json	8e336fdb-c356-4a4a-8daa-23b1e2dfb48a	output	3	Repeat this pattern to the edge of the grid.																	
1900	322	d06dbe63.json	bcd27c37-c53c-456f-8d8d-41bd68c721c0	input	1	one light blue square																	
1901	322	d06dbe63.json	bcd27c37-c53c-456f-8d8d-41bd68c721c0	grid_size	1	is the same as the input																	
1902	322	d06dbe63.json	bcd27c37-c53c-456f-8d8d-41bd68c721c0	output	1	place two gray pixels above the light blue square.																	
1903	322	d06dbe63.json	bcd27c37-c53c-456f-8d8d-41bd68c721c0	output	2	Then make three gray squares (total) to the right, then three more (total) going up, etc to the end of the border.																	
1904	322	d06dbe63.json	bcd27c37-c53c-456f-8d8d-41bd68c721c0	output	3	Do the same thing going down, except the squares should go to the left instead of to the right.																	
1905	322	d06dbe63.json	bcd27c37-c53c-456f-8d8d-41bd68c721c0	output	4	It should look like stairs, sort of.																	
1906	324	d0f5fe59.json	11274ba7-8f2c-4dc9-88b9-645fa7bc8064	input	1	several shapes of one single color																	
1907	324	d0f5fe59.json	11274ba7-8f2c-4dc9-88b9-645fa7bc8064	grid_size	1	is the number of shapes the input grid has.																	
1908	324	d0f5fe59.json	11274ba7-8f2c-4dc9-88b9-645fa7bc8064	grid_size	2	for example, if the input grid has 3 shapes, the grid size is should be 3x3																	
1909	324	d0f5fe59.json	11274ba7-8f2c-4dc9-88b9-645fa7bc8064	output	1	take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner.																	
1910	325	d10ecb37.json	1710a028-6518-4d76-8de8-1ef78db6ba9c	input	1	a multi-colored grid with random patterns.																	
1911	325	d10ecb37.json	1710a028-6518-4d76-8de8-1ef78db6ba9c	grid_size	1	is reduced to a 2x2 grid.																	
1912	325	d10ecb37.json	1710a028-6518-4d76-8de8-1ef78db6ba9c	output	1	copy the colors used in the top left corner of four squares of the grid and make them the corresponding colors on the output 2x2 grid.																	
1913	325	d10ecb37.json	1710a028-6518-4d76-8de8-1ef78db6ba9c	output	2	So if the top left has a red square, then a yellow square with a blue square below the red square and a green square below the yellow square, then those would be placed in the corresponding squares on the output grid.																	
1914	325	d10ecb37.json	caf9e854-f200-4d42-abbc-32523d53b37e	input	1	patterns in a large area																	
1915	325	d10ecb37.json	caf9e854-f200-4d42-abbc-32523d53b37e	grid_size	1	will be 2x2																	
