,task_id_number,task_id_string,best_see_description,best_grid_description,best_do_description,desc_num_builds,desc_num_successsful_builds
eb0de3f4-19f2-4f7f-9ff1-4dddb8076c75,282,b6afb2da.json,"In the input, you should see... two gray squares",The output grid size...is the same as the input grid,"To make the output, you have to... copy the input grid and then make all four corners of the gray squares blue. Fill the rest of the edge of the gray squares with yellow to connect the blue squares. Then fill the inside of each colored square with red.",5,4
b17e8191-c094-4a18-87cb-23de2caf0dd5,283,b7249182.json,"In the input, you should see...two cubes of different colors",The output grid size...will not change,"To make the output, you have to...make each color in line go toward the center.  Make a black empty space in the center by stop the lines 1 square each before they meet. This should give you 2 black squares in the center. Form a new line on each side with 2 cubes on either side for each color.  Put one more colored cube at the end of these lines to make each color connect. This should make an empty space in the center with a size of 2x3.",2,1
00961c61-6504-491a-80b2-0bd698aef4d1,285,b782dc8a.json,"In the input, you should see...a pattern of mostly two colors, plus a small shape of two other colors",The output grid size...same size,"To make the output, you have to...fill in the black squares by alternating the colors of the smaller shape",2,1
e7a0d5a0-bbff-475d-97af-be52b8f7c742,286,b8825c91.json,"In the input, you should see...a complex pattern of colored squares that contains at least 2 distinct yellow rectangles",The output grid size...is the same as the input,"To make the output, you have to...remove the yellow rectangles and replace the all of the yellow squares with the appropriate color in order to create a pattern that is both horizontally and vertically symmetrical",1,1
09a0ba60-e7ef-41fa-a9a1-d2ff70000fdf,287,b8cdaf2b.json,"In the input, you should see...a  colored pattern.",The output grid size... is the same as input.,"To make the output, you have to...create a diagonal line from the top to the sides with the less majority color.",3,1
942216d8-413c-46cc-aa22-2cadea946fc2,288,b91ae062.json,"In the input, you should see...a random pattern of pixels",The output grid size...is the number of colors in the pattern times 3 for both width and height,"To make the output, you have to...re-create the same pattern with a single pixel becoming a square with sides of length corresponding to the number of colors in the original pattern.  In other words, simply increase the resolution of the input  by the number of colors it contains.",1,1
898d67a7-1b5c-4727-9356-72c9eafdd9be,289,b94a9452.json,"In the input, you should see....a square shape with a smaller square centered inside of the larger square on a black background. The squares are different colors.",The output grid size...is the same size as the larger square.,"To make the output, you have to...make an output grid that is the same size as the larger square. The size and placement of the smaller inner square should be the same relative input grid The colors of the two squares should be swapped.",1,1
00224a0f-5e40-4b6d-98ad-149a3cfbda00,290,b9b7f026.json,"In the input, you should see...several colored objects.",The output grid size...will be 1x1,"To make the output, you have to...fill in the new grid with the color of the object that has a hole in it.",1,1
7938aa50-80fd-4e4c-b83c-a6523ee564c2,291,ba26e723.json,"In the input, you should see...alternating pairs of yellow blocks going up and down.",The output grid size...is the same size.,"To make the output, you have to...start by changing the first set of two blocks to pink. Then skip two pairs and change the next two pink. Complete this pattern to the end of the grid.",3,3
41b023e6-491c-4bfb-8340-8b428dc50b88,292,ba97ae07.json,"In the input, you should see...two colored line touching",The output grid size...is the same,"To make the output, you have to...make the other color line on top",1,1
e8769a59-b2ed-413c-b8e6-467467999935,293,bb43febb.json,"In the input, you should see... two gray rectangles.",The output grid size... will be the same size as the input grid (10x10).,"To make the output, you have to... color in the center of each gray square red, but make sure you leave a 1 square gray border around it (so if it's a 5x5 gray square, you would color a red 3x3 square inside it, leaving a gray border around the red square).",3,2
9529de5e-e794-4aba-a9a1-ee77ee619416,294,bbc9ae5d.json,"In the input, you should see...a single row that has a certain number of colored boxes with black box(es) at the end.","The output grid size...the same width as the input grid and the height is exactly 1/2 of the width of the input grid. For example, if the original grid is 8 boxes wide the new grid will be 8x4 (8 wide and 4 tall).","To make the output, you have to...make the top row the same as the row shown in the input grid. Every row that goes down adds one more colored box. So, if the top row has 4 colored boxes, the next row down has 5 and then the next row has 6...etc. This will look like a staircase when you are done. Keep going until the grid is finished.",4,3
920e664f-9c77-4300-a09f-d151f122e6cf,295,bc1d5164.json,"In the input, you should see...a black background with another color",The output grid size...changes to 3x3,"To make the output, you have to...squeeze the color other than black together so that when the section of the color come together the pattern is complete",5,3
ab4aadd2-83ef-4d01-b99d-80e8431edc3f,296,bd4472b8.json,"In the input, you should see...grids in the first row with different filled colors",The output grid size...should be the same,"To make the output, you have to...filled the black grid from the third row with the colors specified in the first row. For example, fill the third row with the color in the first row and first column, and repeat.",1,1
a19b7a1c-8d27-46a6-a834-808e78461624,297,bda2d7a6.json,"In the input, you should see...3 different size of colored grid",The output grid size...same as input,"To make the output, you have to...change the color of center black 2x2 grid to that of 4X4  grid color, 4X4 change to 6X6 color, and 6X6 change to old 2X2 color",4,4
83634b4f-be2b-48d6-a2ac-f9d86d175f92,298,bdad9b1f.json,"In the input, you should see... 2 horizontal squares and 2 vertical blue squares.",The output grid size... have the same size.,"To make the output, you have to... continue the pattern of red squares horizontal and continue the blue squares vertical to reach the edge of the grid. On the square that blue and red squares crosses, color that one yellow.",7,6
0c3489b6-62af-473d-a69c-2faf4373990f,299,be94b721.json,"In the input, you should see... colored shapes with a black background",The output grid size... is fully zoomed on the pattern with the highest color count,"To make the output, you have to... fully copy the pattern of the largest colored shape, zoomed as much as possible",3,3
6c537164-fd54-424a-ad08-aaf926f54375,300,beb8660c.json,"In the input, you should see...pixels of different colors joined and placed horizontally on these black grids, separated by black grids",The output grid size...the same size as the input,"To make the output, you have to...place them on each other according to their lengths on the grid right side",1,1
f906a70b-0eeb-4e21-b3e0-1a1d6b79f33b,301,c0f76784.json,"In the input, you should see...gray outlines of squares with holes unfiled or black in color.",The output grid size...the same as input.,"To make the output, you have to...flood fill the holes within the squares, with pink for the smallest, the largest with light blue and the medium sized with orange.",1,1
f4a89e1a-c989-48a5-a66b-693c9722c8be,302,c1d99e64.json,"In the input, you should see...many squares and some black squares that run from end to end vertical or horizontal",The output grid size...has same size,"To make the output, you have to...color the black squares that create a line vertical or horizontal all the way across the grid red and only those squares red.",6,6
4bdfc827-9333-40ce-b13c-cf6ff50a1bfe,303,c3e719e8.json,"In the input, you should see...a 3x3 grid with all colored boxes.",The output grid size...needs to be 9x9.,"To make the output, you have to...Notice that you can copy the original 3x3 grid 9 times into the new grid (nine 3x3 patterns) and fill out the new grid in this pattern. Now look at which color is the most common in the input grid and keep that in mind. For example, if blue is the most common color in the input box and the top, left box is blue then copy the entire 3x3 box into the top, left 3x3 area in the new grid. If the bottom, middle box is blue then copy the entire 3x3 grid into the middle top of the new grid. Alternatively, suppose the top right box is red (or any other color that is not the most common) in the input grid...then that top right 3x3 area should be black in the new grid. Keep following that pattern until you're done. The black holes should now correlate to the locations of the colors of the boxes (in the input grid) that were not the most common.",3,2
18910382-2dc1-4801-868f-3da6e0265f71,304,c3f564a4.json,"In the input, you should see...diagonal colored lines with black sections in them.",The output grid size...is the same as the original.,"To make the output, you have to...fill in the black squares according to the pattern of diagonal colored squares.",2,2
24214ed2-ba48-465e-b2b7-cb2cb80e2512,305,c444b776.json,"In the input, you should see...a black grid with four sections",The output grid size...will be the same size as input,"To make the output, you have to...copy the color in one section to other three sections.",2,2
1941dcf2-1b3a-4f59-8357-16effd83456d,306,c59eb873.json,"In the input, you should see...blocks of various colors","The output grid size...will be double the input size, so if, for example, the input is 4x4 the output will be 8x8.","To make the output, you have to...divide each block  into a 2x2 square in the same color as the original block. So, each block from the original input grid will become a 2x2 block of 4 squares of the same color as the original block.",3,1
eba0cc32-a21d-459a-861e-2770043e1278,307,c8cbb738.json,"In the input, you should see...a solid color background with multiple groups of 4 colored pixels.",The output grid size...is going to be smaller than the original. It will be the same size as the largest shape created by the groups of colored pixels.,"To make the output, you have to...place all the groups of pixels on top of each other keeping all colors the same. Leave any left over blocks the color of the original background.",1,1
a207bc8f-a143-43e9-bcdb-b4a88cc38b84,308,c8f0f002.json,"In the input, you should see...blue and yellow colors",The output grid size...is the same as the input grid size,"To make the output, you have to...change the yellow grids into grey one",3,3
d634f3d7-28f6-4ad8-9a3d-c4f4e507a3cc,309,c909285e.json,"In the input, you should see....one section that has a different color border","The output grid size... will be the number of squares within the different color border, including the colored border","To make the output, you have to... count the number of squares in the colored border and resize the output to that number. Then you color all the blocks to match the input.",2,2
7e844341-6d92-4363-a52f-eecb454aa6fc,310,c9e6f938.json,"In the input, you should see... a simple 3x3 pattern of orange and black dots.","The output grid size... doubles horizontally, so instead of 3x6 it's now 6x3.","To make the output, you have to... copy the original pattern to the left half of the grid, then mirror it on the right, like an inkblot.",1,1
499a1b53-4001-4603-99b6-fe5f7fe0151b,311,c9f8e694.json,"In the input, you should see...a pattern of colored squares and some gray blocks",The output grid size...is the same as the input grid size,"To make the output, you have to...fill each gray block with the color from the colored blocks that is on the same horizontal row",2,2
b1b8fdab-52eb-4007-ae97-16079e10fefe,313,cbded52d.json,"In the input, you should see...3 block",The output grid size...all side 3,"To make the output, you have to...replace similar block",2,0
1c3ebbd3-cf74-4666-adda-95077c27ecd2,314,cce03e0d.json,"In the input, you should see...a 3x3 grid of colored squares with",The output grid size...is 9x9,"To make the output, you have to...Visualize the output grid as nine 3x3 blocks. The red squares on your input indicate which 'blocks' in your 9x9 grid you should work in. Copy the 3x3 input pattern to the 'blocks' indicated by the location of the red squares.",4,2
75e5782d-b06a-4cff-8cdc-3890dfd631ed,315,cdecee7f.json,"In the input, you should see... colors that are randomly across the grid",The output grid size...Will be large enough to contain the number of all the colored squares,"To make the output, you have to...Follow the input grid colored squares from left to right.  The left most color will be in the top left.  The next colored square will to to the right.  Each colored square will get its own square in the output.  Continue this until you reach the top right corner of the output grid size.  Then the next colored square will go under the top right and then they will fill in output grid to the left until it reaches the left edge.  Then the it will go below that and continue to the right again.  Do this until all of the colored squares from the input grid are used. The remaining squares in the output grid will be black.",2,0
c6bdf45b-5449-4e70-a414-7187514f5e83,316,ce22a75a.json,"In the input, you should see...a black background with some squares in gray",The output grid size... is the same for input and output,"To make the output, you have to... change the gray blocks to blue and the squares that go around it to turn it into a blue block of 9.",1,1
ba04f735-01be-410c-a200-c254c584320f,317,ce4f8723.json,"In the input, you should see...a long grid with several colors.",The output grid size... must be 4x4,"To make the output, you have to...consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green.",3,1
369ecce6-82f9-4982-a86e-10b16d75d778,318,ce602527.json,"In the input, you should see...random designs on a solid background",The output grid size...the size of one of the designs,"To make the output, you have to...copy the design just as it is",4,3
492de16e-55b5-4914-8d02-d389db12c99b,319,ce9e57f2.json,"In the input, you should see...4 red bars that rise upward from the bottom of the grid in different heights.",The output grid size...is the same as the input grid.,"To make the output, you have to...change the lower half of the red bars to light blue and the upper half remain red.  If there are an even number of squares in the bar, the red squares and light blue squares should be even.  If there are an odd number of squares in a bar, there should be one more upper red squares than there are lower blue squares.",1,1
15684b62-3b2d-4067-9bf1-282b855a3c17,320,cf98881b.json,"In the input, you should see...a left section with yellow squares.",The output grid size...is like the left section with the yellow squares.,"To make the output, you have to...over lay the dark red and blue areas and fill in the black squares where possible.",3,1
0c6a5d03-cef7-4289-bd73-1353e285a347,321,d037b0a7.json,"In the input, you should see...a pattern with different colored squares",The output grid size...is the same,"To make the output, you have to...wherever you see a color other than black make squares below that color the same color down to the border",6,4
bcd27c37-c53c-456f-8d8d-41bd68c721c0,322,d06dbe63.json,"In the input, you should see...one light blue square",The output grid size...is the same as the input,"To make the output, you have to...place two gray pixels above the light blue square. Then make three gray squares (total) to the right, then three more (total) going up, etc to the end of the border. Do the same thing going down, except the squares should go to the left instead of to the right. It should look like stairs, sort of.",2,2
2127d5f8-9406-44e3-945c-14d40ab36835,323,d07ae81c.json,"In the input, you should see...patterns with different-colored single squares",The output grid size...same as input,"To make the output, you have to...draw diagonal lines of the same color extending from all four corners the single squares. When your lines reach another color block, continue the line but switch to the color of the single-squares corresponding to that color block.",3,0
11274ba7-8f2c-4dc9-88b9-645fa7bc8064,324,d0f5fe59.json,"In the input, you should see...several shapes of one single color","The output grid size...is the number of shapes the input grid has. for example, if the input grid has 3 shapes, the grid size is should be 3x3","To make the output, you have to...take the same color as the shapes in the input grid and create a line from the top left corner to the base right corner",4,4
caf9e854-f200-4d42-abbc-32523d53b37e,325,d10ecb37.json,"In the input, you should see...patterns in a large area",The output grid size...will be 2x2,"To make the output, you have to...take the pattern on the top left and put it in the 2x2 grid",6,6
3e489eaa-d995-48a9-adc2-f23cab7e0eae,326,d13f3404.json,"In the input, you should see...a colored pattern in one corner surrounded by black blocks.",The output grid size... should double.,"To make the output, you have to...repeat the pattern from the original corner to the other corner of the new bigger grid.",1,0
6d49c53c-36a1-4242-86dc-3e2fa9badbd9,328,d23f8c26.json,"In the input, you should see... a random collection of colored squares.",The output grid size... is the same as the input.,"To make the output, you have to... turn everything black, but keep the middle vertical line of colored squares.",7,7
1351467c-6b2e-4028-8cc3-aaf1d1fd828c,329,d2abd087.json,"In the input, you should see...a black grid with gray shapes that are varied in their size and form.",The output grid size...remains the same as the input grid.,"To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to red. If the shape has any other number of gray squares, change the gray squares to blue.",3,3
3fefdf9e-ef76-4bb0-834b-0cac9337f1e5,330,d364b489.json,"In the input, you should see...several blue squares placed at different parts",The output grid size...should be the same size as the input grid,"To make the output, you have to...place a orange square to the space left of any blue square, a red square in the space above any blue square, a purple square to the space on the right of any blue square and a light blue square to the space below any blue square.",2,2
178d26bd-b36f-4f84-a227-ba85859fd9dc,331,d406998b.json,"In the input, you should see...gray and black blocks in a check style.",The output grid size... is the same as the input.,"To make the output, you have to...starting with the second vertical color every other gray block green. Black remains the same.",4,0
ac5405ae-389e-4050-8a86-37c7db1d55ae,332,d43fd935.json,"In the input, you should see... a 2x2 green square and a number of other smaller colored squares.",The output grid size... is the same as the input grid.,"To make the output, you have to... copy the input grid. Then, connect the 2x2 green square to any and all other colored squares which you can reach with a straight line. Use the color of the square to which you are connecting the 2x2 green square. Fill in all of the black squares between that square and the 2x2 green square. Leave the rest of the grid - including any colored square you can't reach with a straight line - as they are.",2,2
f30d3241-6b17-4567-aa38-c1dbdaa6e25f,333,d4469b4b.json,"In the input, you should see...a grid with blue,green,or red squares",The output grid size...is 3x3,"To make the output, you have to...make a gray grid with four black corner squares if the input is blue squares.if the input is red squares,make a make a gray grid with the bottom right and bottom left black and the middle left and middle right black. if the input is green squares,make a gray with a 2x2 black square in the top left",1,1
ed6a6df0-b487-4409-a458-c29bb6bd2a09,334,d4a91cb9.json,"In the input, you should see... the blue grid only.",The output grid size...same as the input grid. copy the input grid.,"To make the output, you have to...draw a down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid",4,1
100adcc0-0526-4f2d-863b-510d9a4c9c89,335,d4f3cd78.json,"In the input, you should see...a gray square (outside only) with one square of it still black.",The output grid size...is same,"To make the output, you have to...Fill in the square with light blue. Make the single black square that should be gray in the input light blue as well. Then you want to continue with light blue to make a line going to the edge of the grid. So it is like a line is going out of the square to the edge like a stop sign (but in any direction)",3,3
95d8ceb3-4cb4-442f-8c12-d0c21956b473,336,d511f180.json,"In the input, you should see...any and all colors",The output grid size...same as input grid,"To make the output, you have to...change all the gray squares to light blue and all the light blue squares to gray. Everything else keep same as input.",1,1
b129feb8-eb77-4a71-85e0-a36b6ff14662,337,d5d6de2d.json,"In the input, you should see...a number of boxes with holes in them",The output grid size...is the same as the input,"To make the output, you have to...fill in the holes of the boxes with green, then black out the outlines of the boxes",4,1
34c7b94d-5111-4bb5-8fce-d9338b9e83cb,338,d631b094.json,"In the input, you should see...one color of blocks on a black background",The output grid size...is one block tall and the same amount of blocks wide as the number of colored blocks in the input grid,"To make the output, you have to...color the whole output grid the color of the colored input grid blocks so there is a horizontal line of colored blocks",5,2
e98bedd7-2144-4517-aebc-c3cf58263434,339,d687bc17.json,"In the input, you should see...a grid with different colors on the border of it in and then multicolored boxes within",The output grid size...is the same as the input,"To make the output, you have to...copy grid. If any of the boxes on the inside match any of the outline colors move them so they are adjoined to it, without changing the row/column it's in. Do this with every color. If a box on the inside doesn't match with an outside color then just remove it. At the end the middle area should be black and the blocks are adjoined to their respective colors.",2,2
3e48b200-441b-4290-afe6-1f0f96b2a940,340,d6ad076f.json,"In the input, you should see...see two sets of blocks in different colors.",The output grid size...should remain the same.,"To make the output, you have to...connect the two sets of blocks using light blue blocks leave the connection one width smaller than the smaller set of blocks.",4,0
54cd1cf6-98a5-4f68-8c6c-f1930e0c95c4,341,d89b689b.json,"In the input, you should see...the color of center 2x2 grid is same",The output grid size...is same as input grid size,"To make the output, you have to...replace 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2 .",3,1
55b03944-6509-4cae-885f-fdf8fac1017e,342,d8c310e9.json,"In the input, you should see...simple change",The output grid size...instead arrive,"To make the output, you have to...change as it is",4,2
bc117a6c-ebbf-4607-938f-e5bd74b9a944,343,d90796e8.json,"In the input, you should see...a grid with gray, light blue, green and red pixels",The output grid size...same size as input,"To make the output, you have to...copy the exact entire image.  Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with light blue, and replace the red pixel with black (remove it)",1,1
541d2498-493a-4887-aa6b-1a91c2ef56e7,344,d9f24cd1.json,"In the input, you should see...two grey pixels and three red pixels",The output grid size...is the same as the input size,"To make the output, you have to...extend each red dot straight up so it forms a vertical line. The red pixel must change direction as it reaches the grey pixel to the right and continue straight up.",1,1
21250656-ba70-4639-bd75-b1619f5e8c2d,345,d9fac9be.json,"In the input, you should see...green and light blue blocks, with one green square with a light blue in the center of it.",The output grid size... the size of one single block,"To make the output, you have to...zoom into the light blue center block.",3,2
38cbabe6-366a-4296-937d-0cebb04894b5,346,dae9d2b5.json,"In the input, you should see... a 6x3 grid with a yellow pattern on the left and a green pattern on the right.",The output grid size... is 3x3.,"To make the output, you have to... copy and paste the left-side of the input (the yellow side) onto the output grid. Then, draw the green pattern on the output grid on top of the yellow (do not copy and paste because the black will overwrite the yellow). Your output grid should now have green and yellow on a black background. Then, recolor each green and yellow square pink, so your output is only pink and black.",1,1
9e7b9c8b-da83-41e9-b4ab-10800594ed0f,347,db3e9e38.json,"In the input, you should see...a line of 4 color squares.",The output grid size... does not change,"To make the output, you have to...copy-paste the input.  starting on each side, alternate colors between orange and light blue, and decreasing the line by one block.  So the colors should be orange in middle, then light blue, then orange, then light blue.",2,1
bc44d1b4-8dd9-40c3-a2c3-4ad4ea00c9b4,348,db93a21d.json,"In the input, you should see...Red squares on a black grid.",The output grid size...same size as original,"To make the output, you have to...Put a green border around each red square. The thickness of the green border should equal one half of the thickness of the red square (if the square is 6 squares across then the green border should be three squares deep around it). Fill the black squares below the red and green squares with a vertical line of blue squares. The blue squares should be in the same vertical row as the red square and should be the same width as the red square. If the blue line should intersect with a green box, then the green box should stay. Don't color over any green.",3,3
2d57173f-6695-487f-9ea7-7a2a09467955,349,dbc1a6ce.json,"In the input, you should see...a black grid with blue squares.",The output grid size...is the same as the input grid.,"To make the output, you have to...draw a light blue line to connect any dark blue squares that are on the same line or row.",3,2
2e169740-c32d-4e42-8b11-d05c1c0f6267,350,dc0a314f.json,"In the input, you should see...a complex pattern displaying both vertical and horizontal symmetry, with a green square masking one part of the pattern.",The output grid size...is the same as the green square in the input grid.,"To make the output, you have to...if replace the green square with what should be underneath it, if the green square is removed from the input grid.",3,0
66c25477-26b2-4d74-a818-d8afb2ce4a83,351,dc1df850.json,"In the input, you should see...a series of colored boxes on a black background.",The output grid size...remains the same.,"To make the output, you have to...surround only the red squares with a blue border that is one square wide.",2,2
ca120ad4-844e-4597-b9b7-364e3a571799,352,dc433765.json,"In the input, you should see...one green and one yellow square surrounded by black squares",The output grid size...stay the same,"To make the output, you have to...make the two squares one space closer to each other by moving the green square so it is one space closer to the yellow while keeping the same relationship whether horizontal vertical or diaganal",7,6
7dfdaa98-f7f4-4592-8d91-176d03746e15,353,ddf7fa4f.json,"In the input, you should see...three gray square box and three colored squares",The output grid size...is the same,"To make the output, you have to...color the gray box the color of the square above it",3,3
e7a684d5-2fb1-4e29-a079-e98620575be8,354,de1cd16c.json,"In the input, you should see...pink squares with different colored squares around them",The output grid size...is 1x1,"To make the output, you have to...look for the colored area with the largest number of pink squares and use that color",3,3
9515266c-4b81-44f6-a1c9-da016858e880,355,ded97339.json,"In the input, you should see...magenta boxes on a black background",The output grid size...is the same size as the input grid,"To make the output, you have to...connect the magenta boxes that are directly vertical and horizontal to each other.",2,1
e6c3bf2e-3c44-4dd2-bc02-9e72604d07c3,356,e179c5f4.json,"In the input, you should see...one blue pixel in the bottom left corner of the grid.",The output grid size...stays the same. You should copy and paste the input grid.,"To make the output, you have to...add the same color dark blue pixel in a zig-zag pattern moving up the grid. Each pixel should be filled in on a diagonal going up and to the right until you read the edge of the grid. Then you should keep moving on the diagonal up and to the left until you reach the left side of the grid. Keep repeating until you reach the top  of the grid. Then fill in the rest of the spaces with the light blue color.",2,1
e05a04f8-223a-49f9-b9bb-41425bdff5f2,357,e21d9049.json,"In the input, you should see...an 11x11 grid",The output grid size...should remain the same,"To make the output, you have to...continue the lines to all edges, using alternating the color pattern",2,2
34ad6579-5e98-42a0-81fe-1293fcdcaea9,358,e26a3af2.json,"In the input, you should see...several bars of solid colors with random color squares in them.",The output grid size...is the same as the original.,"To make the output, you have to...eliminate all the random color squares and replace them with the color of the bar they are in.",2,2
edf6eae3-5401-41da-bc68-495df822f8f3,359,e3497940.json,"In the input, you should see...a grid that is separated by a gray line that extends vertically down the center",The output grid size....is the size of the left half of the grid.,"To make the output, you have to...fill in the blocks as if you have folded the right side directly over the left side, taking the gray line out.. The blocks directly beside of the gray line will overlap",1,0
378c46d2-8766-4f47-88b0-8af02e06d96c,360,e40b9e2f.json,"In the input, you should see...a colored shape with another color on the outside.",The output grid size...is the same size,"To make the output, you have to...copy the outside color to the opposite corners of each side of the inside shape to make a square pattern. Then for the inside shape you have to visualize the pattern clockwise 90 degree, 180 degree, 270 degree, and fill in the grid with all of these overlay on top of each other.",1,1
f9b8d27e-544a-420a-992b-927ece0ddd75,361,e48d4e1a.json,"In the input, you should see...  colored horizontal and vertical lines on a black background. And grey grid at the top right corner, which indicate how many grid you need to move your horizontal and vertical lines.",The output grid size... is the same as the input grid,"To make the output, you have to... First, copy the input grid but make the background all black, with no grey grid.  Then, count the grey grid at the top right corner in the input grid. Next, move the horizontal line down according to the number of the grey grid and move the vertical line according to the number of the grey grid and draw it on the output grid (for example, if the grey grid is 1, then move the lines down or to the left by 1 grid)",1,1
40922f65-711c-4fbf-9a4c-2f3417a8e4f5,362,e5062a87.json,"In the input, you should see...several random black squares on a grid and one distinct pattern of red squares.",The output grid size...is the same as the input grid.,"To make the output, you have to...find any black squares that are in the same pattern as the red squares, then change the black squares in each pattern to red.",1,1
9425a44e-aa9f-40f4-a67a-c61c37a94edc,363,e509e548.json,"In the input, you should see... several green designs",The output grid size... stays the same as the input,"To make the output, you have to... change design color to blue if the design only has one 90 degree edge , pink if it has two, and red if it has three",1,1
be2b7b16-271f-4199-bc8c-dc3b561f779f,364,e50d258f.json,"In the input, you should see...several rectangular shapes with dark blue, light blue, and red",The output grid size...is the size of the rectangular shape with the most red squares,"To make the output, you have to...copy the rectangular shape with the most red squares exactly",4,4
dcbef428-4939-4873-9da0-639453718111,365,e6721834.json,"In the input, you should see...a large grid with two different colors. One grid will have individual colored squares. The other grid will have colored squares surrounded by another color.",The output grid size...Is one half the size of the original grid with the same orientation.,"To make the output, you have to...Copy the grid that has the individual colored squares only. Look at the grid that was not used and create the same colored shapes around the individual squares on the grid. They should be the same colors, shapes, and number of squares.",3,1
59f9f51d-b421-45fb-bf74-311bc521ded1,366,e73095fd.json,"In the input, you should see... grey lines connecting gray squares on a black background",The output grid size... is the same as the input,"To make the output, you have to... fill in gray squares with yellow",1,1
00d185e6-c93e-4dc1-9256-c0626fe5f34b,367,e76a88a6.json,"In the input, you should see... large grid.",The output grid size... same as the input grid.,"To make the output, you have to... copy the color pattern into the other gray grids.",1,1
18e72112-94dc-4634-9f2a-fa61e338e520,368,e8593010.json,"In the input, you should see...a 10x10 black and gray grid",The output grid size...is the same as the input.,"To make the output, you have to...change single pixels to green,two pixels lines to red,and three pixels shapes to blue.The background stays gray",1,1
39041b90-791a-427e-aacf-5de963119d42,369,e8dc4411.json,"In the input, you should see...like it",The output grid size... good,"To make the output, you have to... nice",2,1
fb761383-0f80-451f-a898-c72f6774fd0b,370,e9614598.json,"In the input, you should see... a 10x10 grid with two blue squares space out",The output grid size... remains a 10x10 grid,"To make the output, you have to... replicate the location of the two blue squares. Then color the half way point of the two with a green square. From that green square, also color the top, bottom, left, and right square from it green to make a plus sign.",1,1
a1bca635-8ee7-4f23-8880-965f7d572f29,371,e98196ab.json,"In the input, you should see... an 11x11 grid",The output grid size... an 11x5 grid,"To make the output, you have to...mesh together both patterns from above and below the gray line",1,1
79a31e32-c564-4fcb-9477-1071a3361ffc,372,e9afcf9a.json,"In the input, you should see...a pattern with two colors",The output grid size...keep the same,"To make the output, you have to...start with the color that is on the top. Fill in that line with that color every other square, begin with first square. Fill in the rest in that line with the second color. For the next line, start with the color that is already there (the second color) and fill in in the same every other square pattern. It should look like a game board. The first color in every line is the color of the input grid",4,3
6fba7afa-f5d9-4869-b789-8fadf2d97c2e,373,ea32f347.json,"In the input, you should see... three gray line in different lengths",The output grid size... don't change,"To make the output, you have to... copy the input grid then simply change the color into the long gray line into blue middle grey color into yellow short line into red",1,1
293cb957-f00c-4a65-9a09-0ffbf5177d4c,374,ea786f4a.json,"In the input, you should see...a solid colored grid with the center block a different color.",The output grid size...stays the same as the input grid.,"To make the output, you have to...use the same color as the center block, and starting at each corner of the center block, make a diagonal line that continues to each corner.",2,2
f1122852-9d4f-4f6a-9cd8-fdc30b8f9d10,376,eb5a1d5d.json,"In the input, you should see...a large grid with two or more colors","The output grid size...is 2 times the number of colors - 1 (for example if there are 2 colors, the size is 3x3 (2 times 2 = 4 - 1 = 3)","To make the output, you have to...color the outside border the same color as the outside border of the input grid. Continue to color the output grid using the next color until it is filled",2,2
d31bf3bb-9b15-489c-a614-0251e6c15923,377,ec883f72.json,"In the input, you should see...a partially filled in rectangle surrounded by a single pixel border",The output grid size...the same size as the original size,"To make the output, you have to...replicate the input image and add diagonal lines moving from each corner of the border to the edge of the output image.  Diagonal line should be the same color as the inner rectangle",1,1
3b450ad6-990f-4449-92a0-89178e65e8a4,378,ecdecbb3.json,"In the input, you should see....A grid with lines of x color and dots of y color.",The output grid size... is the same as the input grid,"To make the output, you have to...Copy the input grid. Make perpendicular lines from the dots of y color to touch the closest lines of x color.  The point of touch should be the y color. If the dot of y color is between 2 lines of y color you should make one lines of y color going through the dot of y color and connecting the lines of x colors. Surround each dot of y color (point of touch) on the line of x color with a square of x color. It should be a square of x color with the center of y color on the line of x color. Done.",2,1
07b15447-e6b4-4f20-b6cd-84920fd8c535,379,ed36ccf7.json,"In the input, you should see...A pattern of squares made of black and another color",The output grid size...is the same as the input size,"To make the output, you have to...turn the pattern in the input grid counter-clockwise",4,4
2e8bf475-e5a6-43ac-82f5-5288197e42b4,380,ef135b50.json,"In the input, you should see...Red squares on a black background",The output grid size...is the same,"To make the output, you have to...put dark red squares in between the space that the light red squares  across from each other only left to right squares",1,1
